passenger_id,dni,name,age,country
284, 458513672, Ivonne, 60, México
285, 614214754, Raúl, 34, Chile
286, 723517694, Micaela, 30, México
287, 223022882, Bárbara, 60, Chile
288, 190276755, Arturo, 64, México
289, 268760626, Francisco, 33, Perú
290, 860548345, César, 69, México
291, 375380088, Margarita, 39, Chile
292, 544341765, Juan, 47, México
293, 355093868, Rosalba, 43, Perú
294, 610597983, Camila, 57, Chile
295, 282400432, Juan, 69, Chile
296, 629235034, Verónica, 48, Chile
297, 572639584, Gabriel, 28, Chile
298, 667475052, Mauricio, 22, Chile
299, 343060091, Rodrigo, 49, México
300, 600461212, Sergio, 46, Chile
301, 311619351, Angelina, 74, Chile
302, 612965573, Julio, 43, México
303, 869447692, Wilfredo, 80, México
304, 363938415, Rodrigo, 28, México
305, 15922187, Daniella, 83, México
306, 316542673, Rafaela, 67, Chile
307, 485535806, Luciana, 55, México
308, 435704626, Isaac, 77, Chile
309, 268227549, José, 24, México
310, 110793783, David, 24, Perú
311, 944892124, Arturo, 62, Perú
312, 578044249, René, 87, Chile
313, 302908009, Edith, 76, Chile
314, 471023268, Patricio, 44, Perú
315, 793607604, Verónica, 56, Perú
316, 185836082, Rodrigo, 67, México
317, 88762610, Felipe, 46, Chile
318, 694938042, Juan, 26, Chile
319, 905118024, Jorge, 74, Chile
320, 215587866, Germán, 78, Chile
321, 647854438, Juan, 56, México
322, 548128712, Lourdes, 23, Perú
323, 296019737, Karen, 52, México
324, 935284000, Jorge, 19, Chile
325, 325615354, Yolanda, 63, Chile
326, 423507810, Maritza, 21, Perú
327, 746789202, María, 62, Perú
328, 804011329, Paola, 57, Perú
329, 448181141, Gabriela, 73, Perú
330, 191069959, Paola, 66, Chile
331, 59473613, Catalina, 66, México
332, 357729163, Daniela, 42, Perú
333, 870708929, Miguel, 21, Chile
334, 454089045, Carlos, 27, Perú
335, 925062541, Claudia, 20, México
336, 560033653, Agustín, 59, Perú
337, 627315840, Leonardo, 79, México
338, 335230932, Ignacio, 67, Perú
339, 227725607, Yolanda, 40, Perú
340, 261224066, Mateo, 77, México
341, 163582905, Mauricio, 78, Chile
342, 726639589, Ramiro, 51, México
343, 323495670, Tomás, 45, Perú
344, 183526231, Ana, 35, México
345, 973334105, Ana, 72, Perú
346, 44813565, Andrés, 58, México
347, 232511479, Enrique, 29, México
348, 424260770, Gustavo, 73, México
349, 106929221, Mireya, 24, Chile
350, 737767158, Diana, 76, Chile
351, 696237819, Javier, 60, Chile
352, 518351840, Lidia, 70, Chile
353, 567170331, Mariana, 65, México
354, 389094266, Aitana, 81, Chile
355, 479577498, Lucila, 77, Chile
356, 833586279, Enzo, 37, Perú
357, 520920866, José, 30, Chile
358, 184799118, Julio, 65, Perú
359, 967802845, Fernanda, 22, Perú
360, 74489978, Edith, 32, Perú
361, 481998291, Rosa, 91, México
362, 230818529, Adrián, 46, Perú
363, 732482557, Lourdes, 33, México
364, 936301124, Diego, 54, Chile
365, 467977124, Manuel, 22, México
366, 105019207, Wilfredo, 55, México
367, 311254858, Paloma, 36, México
368, 17622321, Miriam, 65, Chile
369, 920575052, Natalia, 20, Perú
370, 312600439, Isabel, 42, Perú
371, 85068096, Sofía, 32, Perú
372, 124603116, Tomás, 18, Perú
373, 268629986, Miriam, 64, Chile
374, 342671595, Ana, 57, Chile
375, 906403870, Carolina, 46, Perú
376, 723817757, Guillermo, 51, Chile
377, 445890113, Gustavo, 50, México
378, 455238383, Luciana, 79, México
379, 661906120, Verónica, 74, Perú
380, 737142066, Roberto, 80, Perú
381, 537874194, Victoria, 60, México
382, 984235534, Claudia, 23, México
383, 483288955, Luciana, 35, México
384, 338258455, Daniel, 22, México
385, 535454209, Mariana, 15, México
386, 414278150, Andrés, 36, Chile
387, 993715651, Ismael, 25, México
388, 528523186, Claudia, 56, México
389, 242779634, Melisa, 77, México
390, 276878633, Francisco, 18, Chile
391, 758381853, Sofía, 56, Perú
392, 768730189, Diego, 28, México
393, 424541984, José, 65, Chile
394, 375798402, Juan, 75, México
395, 718867829, Samuel, 84, México
396, 182773555, José, 80, Perú
397, 892559029, Ana, 34, Chile
398, 508439507, Micaela, 41, Chile
399, 792743940, Fanny, 30, México
400, 358024615, Camila, 66, México
401, 467739248, Ignacia, 71, Perú
402, 839059489, Loreto, 69, Chile
403, 407177721, Agustín, 69, México
404, 145177742, Lourdes, 52, Perú
405, 344931887, María, 58, Chile
406, 404459736, Francisco, 3, Chile
407, 805747353, Amanda, 62, Perú
408, 529295995, Francisco, 68, Chile
409, 442299994, Enzo, 47, México
410, 714206771, Laura, 40, Perú
411, 807030690, Daniela, 34, México
412, 319718573, Rocío, 63, Perú
413, 903228866, Rosa, 68, México
414, 345840976, Fabiana, 36, Chile
415, 139371904, Gabriela, 73, Perú
416, 638492164, Diana, 37, México
417, 778997357, Joaquín, 52, Chile
418, 290173177, Luciana, 18, Perú
419, 547875808, Mónica, 35, Perú
420, 470362719, Paloma, 66, México
421, 889441859, Sofía, 77, Chile
422, 19886700, Javier, 37, México
423, 849449584, Miguel, 73, Perú
424, 927833419, Fermín, 38, Perú
425, 504703347, Margarita, 67, México
426, 265611844, Victoria, 38, Perú
427, 494259624, Álvaro, 66, Perú
428, 387537099, Claudia, 56, Chile
429, 796605474, José, 24, México
430, 183728032, Wilfredo, 21, Perú
431, 739898077, Ernesto, 44, Chile
432, 258927359, Gonzalo, 19, Perú
433, 405319026, Luciana, 69, Chile
434, 324451434, Isabel, 75, Perú
435, 993352874, Amanda, 18, Chile
436, 57538105, Ana, 53, Chile
437, 586204891, Francisco, 75, México
438, 339403831, Arturo, 32, México
439, 625876127, Diego, 43, México
440, 754014143, Sergio, 65, Chile
441, 714374354, Brenda, 74, Chile
442, 926144647, Luz, 79, Perú
443, 242085838, Gonzalo, 56, Perú
444, 605502987, César, 53, Chile
445, 416349663, Carlos, 27, Chile
446, 465706640, Karina, 74, México
447, 247821918, Nélida, 78, Chile
448, 201255393, Margarita, 73, Chile
449, 676288246, Sonia, 18, Perú
450, 263164318, Hernán, 59, México
451, 171019965, Margarita, 72, México
452, 606735671, Víctor, 24, Perú
453, 186580965, Ingrid, 70, Perú
454, 777335179, Julio, 58, Perú
455, 252538771, Marisol, 58, Chile
456, 560535413, Luciana, 79, Perú
457, 876383887, Alejandra, 79, México
458, 925045646, Luisa, 61, Chile
459, 284047987, Octavio, 55, México
460, 357197881, Demetrio, 19, Perú
461, 191524532, Susana, 56, Chile
462, 287548699, José, 53, Chile
463, 384873420, Luis, 63, Chile
464, 624498612, Fabiana, 19, Perú
465, 845826085, Lucila, 32, México
466, 207534551, Milagros, 63, Chile
467, 354785211, Juan, 76, Chile
468, 13158757, Paola, 73, México
469, 711604122, María, 74, México
470, 488009306, Nilda, 79, Chile
471, 962026271, Gustavo, 52, México
472, 250964645, Francisco, 23, Perú
473, 356274821, Aitana, 68, Perú
474, 472975771, Isidora, 29, Perú
475, 147965259, Constanza, 28, México
476, 122769212, Miriam, 19, México
477, 577224393, Leticia, 70, Perú
478, 9933125, Felipe, 47, Chile
479, 862141675, David, 39, Chile
480, 831572116, Sofía, 22, Perú
481, 585482320, Enrique, 72, México
482, 912114625, Néstor, 23, México
483, 350931060, Lucía, 66, Perú
484, 728542475, Raquel, 59, Chile
485, 925180904, Luis, 41, Perú
486, 443257491, Verónica, 74, México
487, 634081606, Demetrio, 57, Chile
488, 572098658, Aldo, 76, Chile
489, 970883838, Sonia, 48, Perú
490, 798668830, Alexandra, 51, México
491, 546770527, Mariana, 74, México
492, 91738040, Monserrat, 77, Perú
493, 509506445, Raquel, 39, Chile
494, 514182289, Julio, 36, Chile
495, 200786235, David, 36, Perú
496, 390400667, Tatiana, 85, Chile
497, 956347328, Natalia, 57, Perú
498, 983801608, Nicolás, 69, Chile
499, 287279248, Maritza, 34, Chile
500, 754152935, Miguel, 79, Perú
501, 310922497, Valeria, 35, México
502, 510429547, Renato, 73, México
503, 425602719, Luis, 59, México
504, 28531213, Maritza, 77, México
505, 837578607, Celeste, 66, Perú
506, 550616006, Roberto, 73, México
507, 177764395, Miguel, 75, Chile
508, 295430492, Víctor, 20, México
509, 511593544, Agustín, 48, Perú
510, 132557100, Laura, 63, Perú
511, 826833857, Adriana, 22, México
512, 241536911, Raúl, 53, México
513, 886477169, Lucía, 76, Perú
514, 923215378, Julio, 60, México
515, 41771513, Camila, 80, Chile
516, 82097240, Carolina, 66, Perú
517, 268045819, Joaquín, 25, Chile
518, 137768166, Carolina, 63, México
519, 647378558, Gabriel, 43, Perú
520, 197811020, José, 66, México
521, 970423494, Daniela, 35, Perú
522, 740861454, Fabián, 78, Chile
523, 882567315, María, 77, Chile
524, 784621132, Natalia, 24, Perú
525, 832287782, Osvaldo, 67, México
526, 234367730, Consuelo, 60, Perú
527, 106748812, Andrea, 48, Perú
528, 75320827, Antonia, 53, Chile
529, 672885441, Francisco, 65, Chile
530, 929686389, Claudia, 32, Chile
531, 306370854, Elizabeth, 75, Perú
532, 825798160, Luisa, 76, México
533, 207964654, Eduardo, 70, Chile
534, 832365671, Guillermo, 66, Chile
535, 452030399, Valentina, 80, Perú
536, 310519860, Mauricio, 55, Perú
537, 479218961, Miriam, 65, México
538, 218086580, Ana, 32, México
539, 771916349, Yolanda, 26, Chile
540, 708286053, Margarita, 68, Perú
541, 84463946, Jorge, 57, Perú
542, 901720550, José, 23, México
543, 739723526, Roberto, 29, Perú
544, 176196753, Emilio, 89, Perú
545, 46798980, Gabriela, 57, México
546, 351174064, Tomás, 22, México
547, 263112202, Néstor, 59, México
548, 227191037, Alexis, 47, Chile
549, 877201869, Fernanda, 46, México
550, 233794299, Adriana, 77, Perú
551, 727646040, Antonia, 23, México
552, 910484510, Roberto, 56, México
553, 346134210, Margarita, 35, Perú
554, 426939561, Daniela, 33, México
555, 926089857, Lucila, 46, Chile
556, 127573298, Milagros, 78, Chile
557, 960437432, Samuel, 22, México
558, 746211005, Emiliano, 73, México
559, 487568517, Carolina, 41, Chile
560, 518845618, Diego, 29, Chile
561, 619643868, Joaquín, 34, Chile
562, 289780721, Delia, 79, Chile
563, 837147078, Emilio, 54, México
564, 869365182, Emilia, 36, Chile
565, 634521600, Camila, 56, México
566, 148194348, Lucero, 5, Chile
567, 72878715, Edith, 72, Chile
568, 130816077, Lorena, 70, Chile
569, 56051653, Susana, 31, Chile
570, 303785724, Valeria, 24, Chile
